gsis_id,name,position,team,sleeper_id,age,years_exp,injury_status,nfl_status,draft_number,rookie_year,games,avg_opps,avg_targets,avg_carries,avg_snap_pct,avg_fpts,trend_opps,trend_snap,trend_season,baseline_source,trail_pts,season,week,source,pulled_at,proj_pass_att,proj_pass_yds,proj_pass_tds,proj_pass_int,proj_carries,proj_rush_yds,proj_rush_tds,proj_targets,proj_rec,proj_rec_yds,proj_rec_tds,proj_pts_ppr,proj_pts_half,proj_pts_std,proj_opps,proj_carry_share,proj_target_share,proj_pts_league,w_proj,E_opps,E_targets,E_carries,opponent,total_line,home,dvp_rank,mult,E_pts,pts_mix,depth_rank,prev_rank,confidence,conf,flag,why,peak_snap_3g,peak_opps_3g,role_games,role_opps,role_snap,ceiling_pts,median_pts,trending_add
00-0038496,Xavier Gipson,WR,PHI,11306,25.5,3,,DEV,,2023,0.0,0.3333333333333333,0.3333333333333333,0.0,0.025000000000000005,0.43333333333333335,0.114286,0.005429,prior,prior season only,-0.2333333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,CHI,41.5,0,18.0,0.992,0.0,projection only,,,0.4,Med,,"0.0 exp opps (proj 0, recent 0) · vs CHI (DvP 18, -1%) · Med confidence",0.033,0.333,0.0,,,0.7,0.0,0
00-0038181,Lucky Jackson,WR,DET,11520,29.2,6,,DEV,,2023,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NYJ,47.5,1,23.0,0.955,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs NYJ (DvP 23, -5%) · Low confidence",,,,,,,,0
00-0038647,Ronnie Bell,WR,LV,10221,26.7,3,,DEV,253.0,2023,0.0,2.0,2.0,0.0,0.28500000000000003,5.15,4.0,0.49,prior,prior season only,5.15,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NO,43.5,0,13.0,1.03,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · vs NO (DvP 13, +3%) · Low confidence",0.285,2.0,1.0,4.0,0.53,9.3,5.2,0
00-0038576,Charlie Jones,WR,NYG,10228,27.9,3,,DEV,131.0,2023,0.0,0.07142857142857142,0.07142857142857142,0.0,0.02142857142857143,0.42857142857142855,0.015385,0.002901,prior,prior season only,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,TEN,38.5,1,3.0,1.105,0.0,projection only,,,0.56,Med,,"0.0 exp opps (proj 0, recent 0) · vs TEN (DvP 3, +10%) · Med confidence",0.08,0.333,0.0,,,0.0,0.0,0
00-0038938,Jalin Hyatt,WR,NYG,9497,25.0,3,,DEV,73.0,2023,0.0,2.3333333333333335,2.3333333333333335,0.0,0.3133333333333333,1.4166666666666667,-0.4,-0.051429,prior,prior season only,1.2666666666666666,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,TEN,38.5,1,3.0,1.105,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · vs TEN (DvP 3, +10%) · Low confidence",0.403,3.0,3.0,4.0,0.5,4.2,0.0,0
00-0038953,Dylan Drummond,WR,ATL,11474,26.7,3,,DEV,,2023,0.0,1.8333333333333333,1.8333333333333333,0.0,0.28833333333333333,1.8666666666666665,-0.828571,-0.047714,prior,prior season only,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,GB,42.5,0,12.0,1.038,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · vs GB (DvP 12, +4%) · Low confidence",0.433,3.667,1.0,5.0,0.61,4.9,0.7,0
00-0038979,Cedric Tillman,WR,NO,10444,26.4,3,,DEV,74.0,2023,0.0,3.25,3.25,0.0,0.66,5.0,-0.486014,-0.017063,prior,prior season only,3.4333333333333336,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,LV,43.5,1,28.0,0.918,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 3) · vs LV (DvP 28, -8%) · Low confidence",0.857,6.0,11.0,3.4,0.7,10.0,3.3,0
00-0038891,Shedrick Jackson,WR,BAL,11257,26.9,3,,DEV,,2023,0.0,2.0,1.6666666666666667,0.3333333333333333,0.08666666666666667,5.3,0.5,0.02,prior,prior season only,5.3,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,DAL,52.5,0,14.0,1.022,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · vs DAL (DvP 14, +2%) · Low confidence",0.087,2.0,0.0,,,8.4,4.0,0
00-0038740,Jalen Moreno-Cropper,WR,NO,11506,25.4,3,,DEV,,2023,0.0,0.0,0.0,0.0,0.060000000000000005,0.0,0.0,-0.08,prior,prior season only,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,LV,43.5,1,28.0,0.918,0.0,projection only,,,0.6,Med,,"0.0 exp opps (proj 0, recent 0) · vs LV (DvP 28, -8%) · Med confidence",0.06,0.0,0.0,,,0.0,0.0,0
00-0038839,Mitchell Tinsley,WR,HOU,11068,27.0,3,,DEV,,2023,0.0,3.0,3.0,0.0,0.36,3.95,0.357143,0.062381,prior,prior season only,2.266666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,IND,42.5,0,2.0,1.112,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 3) · vs IND (DvP 2, +11%) · Low confidence",0.62,5.667,3.0,5.7,0.62,9.1,3.2,0
00-0039329,Julian Hicks,WR,SEA,12151,27.0,2,,DEV,,2024,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,WAS,40.5,0,6.0,1.082,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs WAS (DvP 6, +8%) · Low confidence",,,,,,,,0
00-0039052,Trey Palmer,WR,NO,9492,25.5,3,,DEV,191.0,2023,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,LV,43.5,1,28.0,0.918,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs LV (DvP 28, -8%) · Low confidence",,,,,,,,0
00-0036345,K.J. Osborn,WR,TEN,7066,29.3,6,,DEV,176.0,2020,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NYG,38.5,0,9.0,1.06,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs NYG (DvP 9, +6%) · Low confidence",,,,,,,,0
00-0036165,Isaiah Hodgins,WR,PIT,6920,27.9,6,,DEV,207.0,2020,0.0,3.1666666666666665,3.1666666666666665,0.0,0.8300000000000001,4.583333333333333,-0.885714,0.036571,prior,prior season only,1.0666666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,CIN,42.5,1,26.0,0.932,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 3) · vs CIN (DvP 26, -7%) · Low confidence",0.88,4.333,6.0,3.2,0.83,11.4,1.6,0
00-0036182,Nick Westbrook-Ikhine,WR,IND,7496,29.5,6,,DEV,,2020,0.0,1.5384615384615385,1.5384615384615385,0.0,0.4346153846153846,1.5307692307692307,-0.137363,-0.013077,prior,prior season only,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,HOU,42.5,1,4.0,1.098,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · vs HOU (DvP 4, +10%) · Low confidence",0.693,3.667,7.0,2.3,0.584,4.1,1.1,0
00-0039386,Bub Means,WR,CLE,11748,25.7,2,,DEV,170.0,2024,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,CAR,42.5,1,21.0,0.97,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs CAR (DvP 21, -3%) · Low confidence",,,,,,,,0
00-0039394,Casey Washington,WR,CAR,11806,25.6,2,,DEV,187.0,2024,0.0,2.8,2.8,0.0,0.504,3.08,-1.1,-0.209,prior,prior season only,2.066666666666667,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,CLE,42.5,0,10.0,1.052,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 3) · vs CLE (DvP 10, +5%) · Low confidence",0.757,3.667,3.0,3.7,0.757,5.2,2.9,0
00-0039355,Luke McCaffrey,WR,WAS,11650,25.5,2,,ACT,100.0,2024,0.0,1.6666666666666667,1.6666666666666667,0.0,0.31666666666666665,5.699999999999999,0.033333,0.0155,prior,prior season only,1.8,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,SEA,40.5,1,32.0,0.888,0.0,projection only,7.0,7.0,0.0,Low,,"0.0 exp opps (proj 0, recent 2) · WR7 · vs SEA (DvP 32, -11%) · Low confidence",0.477,2.667,2.0,2.5,0.525,11.2,5.4,0
00-0039650,Bryce Oliver,WR,HOU,11959,26.3,2,,DEV,,2024,0.0,0.5,0.5,0.0,0.08499999999999999,0.9,-1.0,0.07,prior,prior season only,0.9,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,IND,42.5,0,2.0,1.112,0.0,projection only,,,0.3,Low,,"0.0 exp opps (proj 0, recent 0) · vs IND (DvP 2, +11%) · Low confidence",0.085,0.5,0.0,,,1.6,0.9,0
00-0040099,Xavier Guillory,WR,BAL,13042,25.2,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,DAL,52.5,0,14.0,1.022,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs DAL (DvP 14, +2%) · Low confidence",,,,,,,,0
00-0040049,Josh Kelly,WR,HOU,12848,25.2,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,IND,42.5,0,2.0,1.112,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs IND (DvP 2, +11%) · Low confidence",,,,,,,,0
00-0040259,Gage Larvadain,WR,BAL,13101,23.7,1,,DEV,,2025,0.0,1.1538461538461537,1.0769230769230769,0.07692307692307693,0.2361538461538462,1.1076923076923078,-0.071429,-0.001758,prior,prior season only,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,DAL,52.5,0,14.0,1.022,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 1) · vs DAL (DvP 14, +2%) · Low confidence",0.417,2.667,3.0,2.0,0.493,3.5,0.0,0
00-0040265,Ja'Seem Reed,WR,CAR,13179,23.5,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,CLE,42.5,0,10.0,1.052,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs CLE (DvP 10, +5%) · Low confidence",,,,,,,,0
00-0040275,JP Richardson,WR,CHI,12746,24.5,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,PHI,41.5,1,20.0,0.978,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs PHI (DvP 20, -2%) · Low confidence",,,,,,,,0
00-0040298,Andrew Armstrong,WR,KC,12863,25.9,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,MIA,46.5,0,27.0,0.925,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs MIA (DvP 27, -7%) · Low confidence",,,,,,,,0
00-0040311,Theo Wease Jr.,WR,LAC,12860,25.2,1,,DEV,,2025,0.0,3.3333333333333335,3.3333333333333335,0.0,0.3233333333333333,8.633333333333333,0.5,-0.01,prior,prior season only,8.633333333333333,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,BUF,50.5,0,5.0,1.09,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 3) · vs BUF (DvP 5, +9%) · Low confidence",0.323,3.333,0.0,,,12.1,7.4,0
00-0040241,Dominic Lovett,WR,DET,12732,23.9,1,,DEV,244.0,2025,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.06,prior,prior season only,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NYJ,47.5,1,23.0,0.955,0.0,projection only,,,0.6,Med,,"0.0 exp opps (proj 0, recent 0) · vs NYJ (DvP 23, -5%) · Med confidence",0.03,0.0,0.0,,,0.0,0.0,0
00-0040438,Antwane Wells Jr.,WR,ATL,12460,25.5,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,GB,42.5,0,12.0,1.038,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs GB (DvP 12, +4%) · Low confidence",,,,,,,,0
00-0040405,Jamaal Pritchett,WR,NYJ,12925,23.3,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,DET,47.5,0,1.0,1.12,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs DET (DvP 1, +12%) · Low confidence",,,,,,,,0
00-0040419,Garrett Greene,WR,TB,12792,25.0,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,MIN,42.5,1,11.0,1.045,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs MIN (DvP 11, +4%) · Low confidence",,,,,,,,0
00-0040431,Dalen Cambre,WR,NYG,12888,25.5,1,,DEV,,2025,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.045,prior,prior season only,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,TEN,38.5,1,3.0,1.105,0.0,projection only,,,0.6,Med,,"0.0 exp opps (proj 0, recent 0) · vs TEN (DvP 3, +10%) · Med confidence",0.04,0.0,0.0,,,0.0,0.0,0
00-0040375,Jordan Moore,WR,CIN,12761,24.4,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,PIT,42.5,0,31.0,0.895,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs PIT (DvP 31, -10%) · Low confidence",,,,,,,,0
00-0040323,Chandler Brayboy,WR,NE,12908,25.1,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,JAX,45.5,0,19.0,0.985,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs JAX (DvP 19, -2%) · Low confidence",,,,,,,,0
00-0040337,Eli Pancol,WR,IND,12909,26.2,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,HOU,42.5,1,4.0,1.098,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs HOU (DvP 4, +10%) · Low confidence",,,,,,,,0
00-0040361,Stephen Gosnell,WR,BUF,12756,24.9,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,LAC,50.5,1,8.0,1.068,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs LAC (DvP 8, +7%) · Low confidence",,,,,,,,0
00-0035602,Alex Bachman,WR,LA,6386,30.3,7,,DEV,,2019,0.0,0.2727272727272727,0.2727272727272727,0.0,0.06818181818181818,0.29090909090909095,-0.054545,0.006727,prior,prior season only,0.43333333333333335,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,DEN,44.5,0,29.0,0.91,0.0,projection only,,,0.44,Med,,"0.0 exp opps (proj 0, recent 0) · vs DEN (DvP 29, -9%) · Med confidence",0.143,0.667,0.0,,,1.3,0.0,0
00-0035298,Scott Miller,WR,CHI,6290,29.1,7,,DEV,208.0,2019,0.0,2.8,2.8,0.0,0.288,3.04,0.8,0.042,prior,prior season only,4.433333333333334,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,PHI,41.5,1,20.0,0.978,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 3) · vs PHI (DvP 20, -2%) · Low confidence",0.35,4.0,1.0,7.0,0.64,5.3,2.9,0
00-0040597,Brennan Presley,WR,LA,13011,24.6,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,DEN,44.5,0,29.0,0.91,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs DEN (DvP 29, -9%) · Low confidence",,,,,,,,0
00-0040534,Ke'Shawn Williams,WR,CIN,12971,24.7,1,,ACT,,2025,0.0,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.035454545454545454,0.22727272727272727,0.109091,0.007091,prior,prior season only,0.8333333333333334,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,PIT,42.5,0,31.0,0.895,0.0,projection only,5.0,6.0,0.44,Med,,"0.0 exp opps (proj 0, recent 0) · WR5 · vs PIT (DvP 31, -10%) · Med confidence",0.097,1.0,0.0,,,0.9,0.0,0
00-0040553,Quincy Skinner Jr.,WR,GB,12884,23.6,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,ATL,42.5,1,16.0,1.008,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs ATL (DvP 16, +1%) · Low confidence",,,,,,,,0
00-0040558,Isaiah Neyor,WR,GB,13074,25.3,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,ATL,42.5,1,16.0,1.008,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs ATL (DvP 16, +1%) · Low confidence",,,,,,,,0
00-0040506,Myles Price,WR,MIN,13075,24.8,1,,ACT,,2025,2.0,0.375,0.375,0.0,0.21078125000000003,0.0,1.0,0.45,current,75% current / 25% prior,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,0.06,0.04,0.48,0.0,0.11,0.09,0.07,0.06,,0.002,0.09,0.5,0.2,0.2,0.0,TB,42.5,0,24.0,0.948,0.0,50% projection,5.0,5.0,0.41,Med,,"0.2 exp opps (proj 0, recent 0) · WR5 · 0% of team targets · vs TB (DvP 24, -5%) · Med confidence",0.183,0.333,1.0,1.0,0.5,0.0,0.0,0
00-0040522,Xavier Restrepo,WR,TEN,12520,24.5,1,,DEV,,2025,0.0,3.5,3.5,0.0,0.22,3.55,-5.0,-0.06,prior,prior season only,3.55,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NYG,38.5,0,9.0,1.06,0.0,projection only,,,0.0,Low,,"0.0 exp opps (proj 0, recent 4) · vs NYG (DvP 9, +6%) · Low confidence",0.22,3.5,0.0,,,4.4,3.5,0
00-0040653,Ricky White III,WR,SEA,12475,24.6,1,,DEV,238.0,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,WAS,40.5,0,6.0,1.082,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs WAS (DvP 6, +8%) · Low confidence",,,,,,,,0
00-0040621,Montorie Foster Jr,WR,SEA,13199,25.1,1,,ACT,,2025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current,75% current / 25% prior,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,0.75,0.0,0.0,0.0,WAS,40.5,0,6.0,1.082,0.0,75% projection,5.0,5.0,0.6,Med,,"0.0 exp opps (proj 0, recent 0) · WR5 · vs WAS (DvP 6, +8%) · Med confidence",0.0,0.0,0.0,,,0.0,0.0,0
00-0040633,Kyrese Rowan,WR,NO,13208,25.7,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,LV,43.5,1,28.0,0.918,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs LV (DvP 28, -8%) · Low confidence",,,,,,,,0
00-0040895,Emmanuel Henderson Jr.,WR,SEA,13313,23.5,0,,DEV,199.0,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,WAS,40.5,0,6.0,1.082,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs WAS (DvP 6, +8%) · Low confidence",,,,,,,,0
00-0040900,Anthony Smith,WR,DAL,13582,24.6,0,,DEV,218.0,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,BAL,52.5,1,15.0,1.015,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs BAL (DvP 15, +1%) · Low confidence",,,,,,,,0
00-0040919,Tyren Montgomery,WR,TEN,13600,25.2,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NYG,38.5,0,9.0,1.06,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs NYG (DvP 9, +6%) · Low confidence",,,,,,,,0
00-0040930,Camden Brown,WR,DAL,13726,22.4,0,,ACT,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,BAL,52.5,1,15.0,1.015,0.0,projection only,6.0,6.0,0.36,Low,,"0.0 exp opps (proj 0) · WR6 · vs BAL (DvP 15, +1%) · Low confidence",,,,,,,,0
00-0040753,Will Sheppard,WR,MIA,12788,24.6,1,,DEV,,2025,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,KC,46.5,1,30.0,0.902,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs KC (DvP 30, -10%) · Low confidence",,,,,,,,0
00-0040986,Ty Pezza,WR,BAL,13705,24.0,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,DAL,52.5,0,14.0,1.022,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs DAL (DvP 14, +2%) · Low confidence",,,,,,,,0
00-0040970,Michael Briscoe,WR,MIN,13890,24.2,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,TB,42.5,0,24.0,0.948,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs TB (DvP 24, -5%) · Low confidence",,,,,,,,0
00-0040934,Jordan Hudson,WR,DAL,13325,22.8,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,BAL,52.5,1,15.0,1.015,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs BAL (DvP 15, +1%) · Low confidence",,,,,,,,0
00-0040948,J. Michael Sturdivant,WR,GB,13770,24.0,0,,ACT,,2026,1.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,current,75% current / 25% prior,0.0,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,0.75,0.0,0.0,0.0,ATL,42.5,1,16.0,1.008,0.0,75% projection,6.0,6.0,0.6,Med,,"0.0 exp opps (proj 0, recent 0) · WR6 · vs ATL (DvP 16, +1%) · Med confidence",0.15,0.0,0.0,,,0.0,0.0,0
00-0040954,Omari Evans,WR,KC,13905,22.7,0,,DEV,,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,MIA,46.5,0,27.0,0.925,0.0,projection only,,,0.36,Low,,"0.0 exp opps (proj 0) · vs MIA (DvP 27, -7%) · Low confidence",,,,,,,,0
00-0041106,C.J. Williams,WR,JAX,13554,23.9,0,,ACT,203.0,2026,,,,,,,,,,,,2026.0,3.0,sleeper,2026-09-24T15:19:08Z,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,NE,45.5,1,22.0,0.962,0.0,projection only,6.0,6.0,0.36,Low,,"0.0 exp opps (proj 0) · WR6 · vs NE (DvP 22, -4%) · Low confidence",,,,,,,,0
